"Query","Entrez","Symbol","Name","Comment"
"Nol9","74035","Nol9","nucleolar protein 9","1"
"Lrrc4c","241568","Lrrc4c","leucine rich repeat containing 4C","1"
"Fstl1","14314","Fstl1","follistatin-like 1","1"
"Ppig","228005","Ppig","peptidyl-prolyl isomerase G (cyclophilin G)","1"
"Gbp9","236573","Gbp9","guanylate-binding protein 9","1"
"Mthfd2","17768","Mthfd2","methylenetetrahydrofolate dehydrogenase (NAD+ dependent), methenyltetrahydrofolate cyclohydrolase","1"
"BC089597","216454","BC089597","cDNA sequence BC089597","1"
"Ifitm2","80876","Ifitm2","interferon induced transmembrane protein 2","1"
"Mrps18a","68565","Mrps18a","mitochondrial ribosomal protein S18A","1"
"Ehd4","98878","Ehd4","EH-domain containing 4","1"
"Tmem14c","66154","Tmem14c","transmembrane protein 14C","1"
"Dusp10","63953","Dusp10","dual specificity phosphatase 10","1"
"Evpl","14027","Evpl","envoplakin","1"
"Proser2","NA","NA","NA","0"
"Fbxo17","50760","Fbxo17","F-box protein 17","1"
"Bag3","29810","Bag3","BCL2-associated athanogene 3","1"
"Prpf31","68988","Prpf31","PRP31 pre-mRNA processing factor 31 homolog (yeast)","1"
"Apoe","11816","Apoe","apolipoprotein E","1"
"Bahcc1","268515","Bahcc1","BAH domain and coiled-coil containing 1","1"
"Setd8","67956","Setd8","SET domain containing (lysine methyltransferase) 8","1"
"Nod1","107607","Nod1","nucleotide-binding oligomerization domain containing 1","1"
"Cyp7a1","13122","Cyp7a1","cytochrome P450, family 7, subfamily a, polypeptide 1","1"
"S1pr5","94226","S1pr5","sphingosine-1-phosphate receptor 5","1"
"Tsen2","381802","Tsen2","tRNA splicing endonuclease 2 homolog (S. cerevisiae)","1"
"Pgp","67078","Pgp","phosphoglycolate phosphatase","1"
"Lyrm4","380840","Lyrm4","LYR motif containing 4","1"
"Gria4","14802","Gria4","glutamate receptor, ionotropic, AMPA4 (alpha 4)","1"
"Zfp385a","29813","Zfp385a","zinc finger protein 385A","1"
"Usp12","22217","Usp12","ubiquitin specific peptidase 12","1"
"Hsdl1","72552","Hsdl1","hydroxysteroid dehydrogenase like 1","1"
"Cmas","12764","Cmas","cytidine monophospho-N-acetylneuraminic acid synthetase","1"
"Nfia","18027","Nfia","nuclear factor I/A","1"
"Cog8","97484","Cog8","component of oligomeric golgi complex 8","1"
"Chordc1","66917","Chordc1","cysteine and histidine-rich domain (CHORD)-containing, zinc-binding protein 1","1"
"9630033F20Rik","319801","9630033F20Rik","RIKEN cDNA 9630033F20 gene","1"
"D10Jhu81e","28295","D10Jhu81e","DNA segment, Chr 10, Johns Hopkins University 81 expressed","1"
"Akt3","23797","Akt3","thymoma viral proto-oncogene 3","1"
"Thra","21833","Thra","thyroid hormone receptor alpha","1"
"Plekhj1","78670","Plekhj1","pleckstrin homology domain containing, family J member 1","1"
"Commd4","66199","Commd4","COMM domain containing 4","1"
"Rrp1","18114","Rrp1","ribosomal RNA processing 1 homolog (S. cerevisiae)","1"
"Zfp273","212569","Zfp273","zinc finger protein 273","1"
"Gnal","14680","Gnal","guanine nucleotide binding protein, alpha stimulating, olfactory type","1"
"Lrrc14","223664","Lrrc14","leucine rich repeat containing 14","1"
"Btbd3","228662","Btbd3","BTB (POZ) domain containing 3","1"
"Sp100","20684","Sp100","nuclear antigen Sp100","1"
"Uchl4","93841","Uchl4","ubiquitin carboxyl-terminal esterase L4","1"
"Mup13","100039089","Mup13","major urinary protein 13","1"
"Lypla2","26394","Lypla2","lysophospholipase 2","1"
"Ccdc40","207607","Ccdc40","coiled-coil domain containing 40","1"
"R3hdm4","NA","NA","NA","0"
"Avpr1a","54140","Avpr1a","arginine vasopressin receptor 1A","1"
"Zbtb7c","207259","Zbtb7c","zinc finger and BTB domain containing 7C","1"
"B430218F22Rik","100306874","B430218F22Rik","RIKEN cDNA B430218F22 gene","1"
"Mgat2","217664","Mgat2","mannoside acetylglucosaminyltransferase 2","1"
"Fuca1","71665","Fuca1","fucosidase, alpha-L- 1, tissue","1"
"Spats2","72572","Spats2","spermatogenesis associated, serine-rich 2","1"
"Crcp","12909","Crcp","calcitonin gene-related peptide-receptor component protein","1"
"Ctsh","13036","Ctsh","cathepsin H","1"
"Stk40","74178","Stk40","serine/threonine kinase 40","1"
"Pik3c2b","240752","Pik3c2b","phosphoinositide-3-kinase, class 2, beta polypeptide","1"
"AI837181","107242","AI837181","expressed sequence AI837181","1"
"Fam20a","208659","Fam20a","family with sequence similarity 20, member A","1"
"Lamp1","16783","Lamp1","lysosomal-associated membrane protein 1","1"
"Obfc1","108689","Obfc1","oligonucleotide/oligosaccharide-binding fold containing 1","1"
"Fam45a","67894","Fam45a","family with sequence similarity 45, member A","1"
"Ybey","216119","Ybey","ybeY metallopeptidase","1"
"Fzd9","14371","Fzd9","frizzled homolog 9 (Drosophila)","1"
"Lama1","16772","Lama1","laminin, alpha 1","1"
"Cdipt","52858","Cdipt","CDP-diacylglycerol--inositol 3-phosphatidyltransferase (phosphatidylinositol synthase)","1"
"Rhof","23912","Rhof","ras homolog gene family, member f","1"
"Yipf3","28064","Yipf3","Yip1 domain family, member 3","1"
"Mkrn2os","NA","NA","NA","0"
"Ldb2","16826","Ldb2","LIM domain binding 2","1"
"Snx24","69226","Snx24","sorting nexing 24","1"
"Tgfb1","21803","Tgfb1","transforming growth factor, beta 1","1"
"Phc2","54383","Phc2","polyhomeotic-like 2 (Drosophila)","1"
"Ppil3","70225","Ppil3","peptidylprolyl isomerase (cyclophilin)-like 3","1"
"Clec1a","243653","Clec1a","C-type lectin domain family 1, member a","1"
"Efemp1","216616","Efemp1","epidermal growth factor-containing fibulin-like extracellular matrix protein 1","1"
"Tnfrsf21","94185","Tnfrsf21","tumor necrosis factor receptor superfamily, member 21","1"
"Dtd2","NA","NA","NA","0"
"Angptl6","70726","Angptl6","angiopoietin-like 6","1"
"Hn1l","52009","Hn1l","hematological and neurological expressed 1-like","1"
"Spsb2","14794","Spsb2","splA/ryanodine receptor domain and SOCS box containing 2","1"
"Nfxl1","100978","Nfxl1","nuclear transcription factor, X-box binding-like 1","1"
"Treml2","328833","Treml2","triggering receptor expressed on myeloid cells-like 2","1"
"Hmga1-rs1","111241","Hmga1-rs1","high mobility group AT-hook I, related sequence 1","1"
"Yif1b","77254","Yif1b","Yip1 interacting factor homolog B (S. cerevisiae)","1"
"Ccdc88b","78317","Ccdc88b","coiled-coil domain containing 88B","1"
"Creld1","171508","Creld1","cysteine-rich with EGF-like domains 1","1"
"Tspyl4","72480","Tspyl4","TSPY-like 4","1"
"Zkscan6","52712","Zkscan6","zinc finger with KRAB and SCAN domains 6","1"
"Rnf32","56874","Rnf32","ring finger protein 32","1"
"Tmem234","NA","NA","NA","0"
"Spcs3","76687","Spcs3","signal peptidase complex subunit 3 homolog (S. cerevisiae)","1"
"Pgd","110208","Pgd","phosphogluconate dehydrogenase","1"
"Hilpda","69573","Hilpda","hypoxia inducible lipid droplet associated","1"
"Rgs5","19737","Rgs5","regulator of G-protein signaling 5","1"
"Rxrb","20182","Rxrb","retinoid X receptor beta","1"
"Ccl24","56221","Ccl24","chemokine (C-C motif) ligand 24","1"
"Fis1","66437","Fis1","fission 1 (mitochondrial outer membrane) homolog (yeast)","1"
"Tmem230","NA","NA","NA","0"
"Taf1c","21341","Taf1c","TATA box binding protein (Tbp)-associated factor, RNA polymerase I, C","1"
"Ybx3","NA","NA","NA","0"
"Pgs1","74451","Pgs1","phosphatidylglycerophosphate synthase 1","1"
"Carhsp1","52502","Carhsp1","calcium regulated heat stable protein 1","1"
"Adm","11535","Adm","adrenomedullin","1"
"Tmem164","209497","Tmem164","transmembrane protein 164","1"
"Vdac3","22335","Vdac3","voltage-dependent anion channel 3","1"
"Kpna2","16647","Kpna2","karyopherin (importin) alpha 2","1"
"Spag5","54141","Spag5","sperm associated antigen 5","1"
"Mien1","NA","NA","NA","0"
"Tbcc","72726","Tbcc","tubulin-specific chaperone C","1"
"Trmt44","NA","NA","NA","0"
"Tgfbr1","21812","Tgfbr1","transforming growth factor, beta receptor I","1"
"Nf1","18015","Nf1","neurofibromatosis 1","1"
"Dnajb9","27362","Dnajb9","DnaJ (Hsp40) homolog, subfamily B, member 9","1"
"Slc38a10","72055","Slc38a10","solute carrier family 38, member 10","1"
"1700037C18Rik","73261","1700037C18Rik","RIKEN cDNA 1700037C18 gene","1"
"Echdc3","67856","Echdc3","enoyl Coenzyme A hydratase domain containing 3","1"
"Fkbp15","338355","Fkbp15","FK506 binding protein 15","1"
"Nsun2","28114","Nsun2","NOL1/NOP2/Sun domain family member 2","1"
"Mrpl28","68611","Mrpl28","mitochondrial ribosomal protein L28","1"
"Phax","56698","Phax","phosphorylated adaptor for RNA export","1"
"Arl6","56297","Arl6","ADP-ribosylation factor-like 6","1"
"Rhob","11852","Rhob","ras homolog gene family, member B","1"
"Gm7102","633057","Gm7102","predicted gene 7102","1"
"Prrg3","208748","Prrg3","proline rich Gla (G-carboxyglutamic acid) 3 (transmembrane)","1"
"Rpl41","67945","Rpl41","ribosomal protein L41","1"
"Lrp2bp","67620","Lrp2bp","Lrp2 binding protein","1"
"Cldn2","12738","Cldn2","claudin 2","1"
"Prdx2","21672","Prdx2","peroxiredoxin 2","1"
"Tuba4a","22145","Tuba4a","tubulin, alpha 4A","1"
"Zfp202","80902","Zfp202","zinc finger protein 202","1"
"Mrpl16","94063","Mrpl16","mitochondrial ribosomal protein L16","1"
"Ccl3","20302","Ccl3","chemokine (C-C motif) ligand 3","1"
"Caml","12328","Caml","calcium modulating ligand","1"
"Psmg3","66506","Psmg3","proteasome (prosome, macropain) assembly chaperone 3","1"
"Armc10","67211","Armc10","armadillo repeat containing 10","1"
"Adam15","11490","Adam15","a disintegrin and metallopeptidase domain 15 (metargidin)","1"
"Hmgn1","15312","Hmgn1","high mobility group nucleosomal binding domain 1","1"
"Gm20604","100859931","Gm20604","predicted gene 20604","1"
"Tmem126a","66271","Tmem126a","transmembrane protein 126A","1"
"Hspg2","15530","Hspg2","perlecan (heparan sulfate proteoglycan 2)","1"
"Cby1","73739","Cby1","chibby homolog 1 (Drosophila)","1"
"Nxpe3","NA","NA","NA","0"
"Mlycd","56690","Mlycd","malonyl-CoA decarboxylase","1"
"Card14","170720","Card14","caspase recruitment domain family, member 14","1"
"Aven","74268","Aven","apoptosis, caspase activation inhibitor","1"
"Coil","12812","Coil","coilin","1"
"Emc3","NA","NA","NA","0"
"Mpnd","68047","Mpnd","MPN domain containing","1"
"Gpr84","80910","Gpr84","G protein-coupled receptor 84","1"
"Tapbp","21356","Tapbp","TAP binding protein","1"
"Zfp687","78266","Zfp687","zinc finger protein 687","1"
"Rfx2","19725","Rfx2","regulatory factor X, 2 (influences HLA class II expression)","1"
"Il17rc","171095","Il17rc","interleukin 17 receptor C","1"
"Zfp954","232853","Zfp954","zinc finger protein 954","1"
"Irf2bp1","272359","Irf2bp1","interferon regulatory factor 2 binding protein 1","1"
"Tmem108","81907","Tmem108","transmembrane protein 108","1"
"Ubxn6","66530","Ubxn6","UBX domain protein 6","1"
"Vpreb3","22364","Vpreb3","pre-B lymphocyte gene 3","1"
"Fam207a","NA","NA","NA","0"
"Rrp12","107094","Rrp12","ribosomal RNA processing 12 homolog (S. cerevisiae)","1"
"Bgn","12111","Bgn","biglycan","1"
"Nupl1","71844","Nupl1","nucleoporin like 1","1"
"Nsmf","NA","NA","NA","0"
"Lrrc3","237387","Lrrc3","leucine rich repeat containing 3","1"
"Lrrc71","NA","NA","NA","0"
"Znhit3","448850","Znhit3","zinc finger, HIT type 3","1"
"Sptbn4","NA","NA","NA","0"
"Hmox1","15368","Hmox1","heme oxygenase (decycling) 1","1"
"Slc25a1","13358","Slc25a1","solute carrier family 25 (mitochondrial carrier, citrate transporter), member 1","1"
"BC048546","232400","BC048546","cDNA sequence BC048546","1"
"Snx5","69178","Snx5","sorting nexin 5","1"
"Dnah1","NA","NA","NA","0"
"Luzp1","269593","Luzp1","leucine zipper protein 1","1"
"Dst","13518","Dst","dystonin","1"
"Rtfdc1","NA","NA","NA","0"
"Gimap4","107526","Gimap4","GTPase, IMAP family member 4","1"
"Tmed4","103694","Tmed4","transmembrane emp24 protein transport domain containing 4","1"
"4930453N24Rik","67609","4930453N24Rik","RIKEN cDNA 4930453N24 gene","1"
"Map9","NA","NA","NA","0"
"Hat1","107435","Hat1","histone aminotransferase 1","1"
"Pthlh","19227","Pthlh","parathyroid hormone-like peptide","1"
"Pdcd10","56426","Pdcd10","programmed cell death 10","1"
"Rnasel","24014","Rnasel","ribonuclease L (2', 5'-oligoisoadenylate synthetase-dependent)","1"
"Nin","18080","Nin","ninein","1"
"Qsox1","104009","Qsox1","quiescin Q6 sulfhydryl oxidase 1","1"
"Rexo4","227656","Rexo4","REX4, RNA exonuclease 4 homolog (S. cerevisiae)","1"
"Eif4e","13684","Eif4e","eukaryotic translation initiation factor 4E","1"
"Gorasp2","70231","Gorasp2","golgi reassembly stacking protein 2","1"
"Abcb4","18670","Abcb4","ATP-binding cassette, sub-family B (MDR/TAP), member 4","1"
"Tmem101","76547","Tmem101","transmembrane protein 101","1"
"Mlst8","56716","Mlst8","MTOR associated protein, LST8 homolog (S. cerevisiae)","1"
"Sort1","20661","Sort1","sortilin 1","1"
"C78339","97863","C78339","expressed sequence C78339","1"
"Qsox2","227638","Qsox2","quiescin Q6 sulfhydryl oxidase 2","1"
"Commd3","12238","Commd3","COMM domain containing 3","1"
"Cldn7","53624","Cldn7","claudin 7","1"
"E430018J23Rik","101604","E430018J23Rik","RIKEN cDNA E430018J23 gene","1"
"Smim5","NA","NA","NA","0"
"Rsph3a","66832","Rsph3a","radial spoke 3A homolog (Chlamydomonas)","1"
"Fbxo46","243867","Fbxo46","F-box protein 46","1"
"Bco1","NA","NA","NA","0"
"Enoph1","67870","Enoph1","enolase-phosphatase 1","1"
"Med22","20933","Med22","mediator complex subunit 22","1"
"Limd2","67803","Limd2","LIM domain containing 2","1"
"Gss","14854","Gss","glutathione synthetase","1"
"Gmeb1","56809","Gmeb1","glucocorticoid modulatory element binding protein 1","1"
"Rrp1b","72462","Rrp1b","ribosomal RNA processing 1 homolog B (S. cerevisiae)","1"
"Jdp2","81703","Jdp2","Jun dimerization protein 2","1"
"Fau","14109","Fau","Finkel-Biskis-Reilly murine sarcoma virus (FBR-MuSV) ubiquitously expressed (fox derived)","1"
"Apon","28194","Apon","apolipoprotein N","1"
"Cnp","12799","Cnp","2',3'-cyclic nucleotide 3' phosphodiesterase","1"
"Cep112","NA","NA","NA","0"
"Itfg3","106581","Itfg3","integrin alpha FG-GAP repeat containing 3","1"
"Tek","21687","Tek","endothelial-specific receptor tyrosine kinase","1"
"Cluap1","76779","Cluap1","clusterin associated protein 1","1"
"Snx30","209131","Snx30","sorting nexin family member 30","1"
"Fam213b","NA","NA","NA","0"
"Mesdc1","80889","Mesdc1","mesoderm development candidate 1","1"
"Foxa2","15376","Foxa2","forkhead box A2","1"
"Eif1a","13664","Eif1a","eukaryotic translation initiation factor 1A","1"
"Tmem237","NA","NA","NA","0"
"Tspan32","27027","Tspan32","tetraspanin 32","1"
"Lrp10","65107","Lrp10","low-density lipoprotein receptor-related protein 10","1"
"Pfn1","18643","Pfn1","profilin 1","1"
"Mrps21","66292","Mrps21","mitochondrial ribosomal protein S21","1"
"Micu1","216001","Micu1","mitochondrial calcium uptake 1","1"
"Entpd1","12495","Entpd1","ectonucleoside triphosphate diphosphohydrolase 1","1"
"Rxrg","20183","Rxrg","retinoid X receptor gamma","1"
"Epb4.1l3","13823","Epb4.1l3","erythrocyte protein band 4.1-like 3","1"
"Myom3","242702","Myom3","myomesin family, member 3","1"
"Orai3","269999","Orai3","ORAI calcium release-activated calcium modulator 3","1"
"Taok3","330177","Taok3","TAO kinase 3","1"
"Bag1","12017","Bag1","BCL2-associated athanogene 1","1"
"Upf3b","68134","Upf3b","UPF3 regulator of nonsense transcripts homolog B (yeast)","1"
"Zfand2a","100494","Zfand2a","zinc finger, AN1-type domain 2A","1"
"1600002H07Rik","72016","1600002H07Rik","RIKEN cDNA 1600002H07 gene","1"
"Mcts2","66405","Mcts2","malignant T cell amplified sequence 2","1"
"Hspb1","15507","Hspb1","heat shock protein 1","1"
"Oard1","NA","NA","NA","0"
"Ankrd40","71452","Ankrd40","ankyrin repeat domain 40","1"
"Tmem109","68539","Tmem109","transmembrane protein 109","1"
"Zc3h8","57432","Zc3h8","zinc finger CCCH type containing 8","1"
"Tstd3","NA","NA","NA","0"
"Polr2e","66420","Polr2e","polymerase (RNA) II (DNA directed) polypeptide E","1"
"Dus1l","68730","Dus1l","dihydrouridine synthase 1-like (S. cerevisiae)","1"
"S1pr3","13610","S1pr3","sphingosine-1-phosphate receptor 3","1"
"Lemd2","224640","Lemd2","LEM domain containing 2","1"
"Kif1a","16560","Kif1a","kinesin family member 1A","1"
"Sh3tc2","225608","Sh3tc2","SH3 domain and tetratricopeptide repeats 2","1"
"Nkap","67050","Nkap","NFKB activating protein","1"
"Ndufs6","407785","Ndufs6","NADH dehydrogenase (ubiquinone) Fe-S protein 6","1"
"Rfwd3","234736","Rfwd3","ring finger and WD repeat domain 3","1"
"Nle1","217011","Nle1","notchless homolog 1 (Drosophila)","1"
"Prr5l","72446","Prr5l","proline rich 5 like","1"
"Drg2","13495","Drg2","developmentally regulated GTP binding protein 2","1"
"H2-M3","14991","H2-M3","histocompatibility 2, M region locus 3","1"
"Gm5428","432502","Gm5428","predicted gene 5428","1"
"Oxld1","NA","NA","NA","0"
"G6pc3","68401","G6pc3","glucose 6 phosphatase, catalytic, 3","1"
"Nkapl","66707","Nkapl","NFKB activating protein-like","1"
"Atg4d","235040","Atg4d","autophagy-related 4D (yeast)","1"
"Asgr1","11889","Asgr1","asialoglycoprotein receptor 1","1"
"Ccdc86","108673","Ccdc86","coiled-coil domain containing 86","1"
"Mis12","67139","Mis12","MIS12 homolog (yeast)","1"
"Arrb1","109689","Arrb1","arrestin, beta 1","1"
"Rassf7","66985","Rassf7","Ras association (RalGDS/AF-6) domain family (N-terminal) member 7","1"
"Nav1","215690","Nav1","neuron navigator 1","1"
"Ppap2a","19012","Ppap2a","phosphatidic acid phosphatase type 2A","1"
"Ncdn","26562","Ncdn","neurochondrin","1"
"Ppa2","74776","Ppa2","pyrophosphatase (inorganic) 2","1"
"Abracl","NA","NA","NA","0"
"Pdlim1","54132","Pdlim1","PDZ and LIM domain 1 (elfin)","1"
"Sdf4","20318","Sdf4","stromal cell derived factor 4","1"
"Spire1","68166","Spire1","spire homolog 1 (Drosophila)","1"
"Llph","66225","Llph","LLP homolog, long-term synaptic facilitation (Aplysia)","1"
"Diap1","13367","Diap1","diaphanous homolog 1 (Drosophila)","1"
"Lcmt2","329504","Lcmt2","leucine carboxyl methyltransferase 2","1"
"Scarb1","20778","Scarb1","scavenger receptor class B, member 1","1"
"Mea1","17256","Mea1","male enhanced antigen 1","1"
"Fam96b","68523","Fam96b","family with sequence similarity 96, member B","1"
"Dbr1","83703","Dbr1","debranching enzyme homolog 1 (S. cerevisiae)","1"
"Wbscr27","79565","Wbscr27","Williams Beuren syndrome chromosome region 27 (human)","1"
"Sla2","77799","Sla2","Src-like-adaptor 2","1"
"Id1","15901","Id1","inhibitor of DNA binding 1","1"
"R3hcc1","71843","R3hcc1","R3H domain and coiled-coil containing 1","1"
"Tnip1","57783","Tnip1","TNFAIP3 interacting protein 1","1"
"Lpxn","107321","Lpxn","leupaxin","1"
"Slc37a4","14385","Slc37a4","solute carrier family 37 (glucose-6-phosphate transporter), member 4","1"
"Wdr53","68980","Wdr53","WD repeat domain 53","1"
"Cebpzos","NA","NA","NA","0"
"Emp2","13731","Emp2","epithelial membrane protein 2","1"
"2610301B20Rik","67157","2610301B20Rik","RIKEN cDNA 2610301B20 gene","1"
"Cish","12700","Cish","cytokine inducible SH2-containing protein","1"
"Nfib","18028","Nfib","nuclear factor I/B","1"
"Cep89","NA","NA","NA","0"
"Ovgp1","12659","Ovgp1","oviductal glycoprotein 1","1"
"Fam134c","67998","Fam134c","family with sequence similarity 134, member C","1"
"Hspa5","14828","Hspa5","heat shock protein 5","1"
"Ccdc71","72454","Ccdc71","coiled-coil domain containing 71","1"
"Lasp1","16796","Lasp1","LIM and SH3 protein 1","1"
"Csrp1","13007","Csrp1","cysteine and glycine-rich protein 1","1"
"Mrps7","50529","Mrps7","mitchondrial ribosomal protein S7","1"
"Yae1d1","NA","NA","NA","0"
"Alg2","56737","Alg2","asparagine-linked glycosylation 2 homolog (yeast, alpha-1,3-mannosyltransferase)","1"
"Wfdc21","NA","NA","NA","0"
"Gm5616","434401","Gm5616","predicted gene 5616","1"
"Lmln","239833","Lmln","leishmanolysin-like (metallopeptidase M8 family)","1"
"Rras2","66922","Rras2","related RAS viral (r-ras) oncogene homolog 2","1"
"Traf2","22030","Traf2","TNF receptor-associated factor 2","1"
"Bola1","69168","Bola1","bolA-like 1 (E. coli)","1"
"Ndufa8","68375","Ndufa8","NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 8","1"
"Phf23","78246","Phf23","PHD finger protein 23","1"
"Anp32b","67628","Anp32b","acidic (leucine-rich) nuclear phosphoprotein 32 family, member B","1"
"Gins3","78833","Gins3","GINS complex subunit 3 (Psf3 homolog)","1"
"Map1lc3b","67443","Map1lc3b","microtubule-associated protein 1 light chain 3 beta","1"
"Tceb1","67923","Tceb1","transcription elongation factor B (SIII), polypeptide 1","1"
"Pdia6","71853","Pdia6","protein disulfide isomerase associated 6","1"
"Exoc6b","75914","Exoc6b","exocyst complex component 6B","1"
"C2cd2l","71764","C2cd2l","C2 calcium-dependent domain containing 2-like","1"
"Atp2a3","53313","Atp2a3","ATPase, Ca++ transporting, ubiquitous","1"
"Dap","223453","Dap","death-associated protein","1"
"Rab5c","19345","Rab5c","RAB5C, member RAS oncogene family","1"
"Zfp296","63872","Zfp296","zinc finger protein 296","1"
"Zbtb4","75580","Zbtb4","zinc finger and BTB domain containing 4","1"
"Akt1s1","67605","Akt1s1","AKT1 substrate 1 (proline-rich)","1"
"Bnip3l","12177","Bnip3l","BCL2/adenovirus E1B interacting protein 3-like","1"
"Ppp1r13l","333654","Ppp1r13l","protein phosphatase 1, regulatory (inhibitor) subunit 13 like","1"
"Polr2d","69241","Polr2d","polymerase (RNA) II (DNA directed) polypeptide D","1"
"Plekhh3","217198","Plekhh3","pleckstrin homology domain containing, family H (with MyTH4 domain) member 3","1"
"Ifngr2","15980","Ifngr2","interferon gamma receptor 2","1"
"2310022B05Rik","69551","2310022B05Rik","RIKEN cDNA 2310022B05 gene","1"
"Zfp940","233057","Zfp940","zinc finger protein 940","1"
"Gins1","69270","Gins1","GINS complex subunit 1 (Psf1 homolog)","1"
"Vangl2","93840","Vangl2","vang-like 2 (van gogh, Drosophila)","1"
"Abi3","66610","Abi3","ABI gene family, member 3","1"
"Efnb1","13641","Efnb1","ephrin B1","1"
"Wbscr22","66138","Wbscr22","Williams Beuren syndrome chromosome region 22","1"
"Hexim1","192231","Hexim1","hexamethylene bis-acetamide inducible 1","1"
"Zfp628","232816","Zfp628","zinc finger protein 628","1"
"Pet100","NA","NA","NA","0"
"Fam174a","67698","Fam174a","family with sequence similarity 174, member A","1"
"Rap1b","215449","Rap1b","RAS related protein 1b","1"
"Rbm38","56190","Rbm38","RNA binding motif protein 38","1"
"Lsm12","268490","Lsm12","LSM12 homolog (S. cerevisiae)","1"
"Pisd","320951","Pisd","phosphatidylserine decarboxylase","1"
"Rplp0","11837","Rplp0","ribosomal protein, large, P0","1"
"Gosr2","56494","Gosr2","golgi SNAP receptor complex member 2","1"
"Rhot1","59040","Rhot1","ras homolog gene family, member T1","1"
"Tcap","21393","Tcap","titin-cap","1"
"Sgta","52551","Sgta","small glutamine-rich tetratricopeptide repeat (TPR)-containing, alpha","1"
"Card10","105844","Card10","caspase recruitment domain family, member 10","1"
"Lrp11","237253","Lrp11","low density lipoprotein receptor-related protein 11","1"
"Glg1","20340","Glg1","golgi apparatus protein 1","1"
"Abhd17a","NA","NA","NA","0"
"Pqlc2","212555","Pqlc2","PQ loop repeat containing 2","1"
"Coro2a","107684","Coro2a","coronin, actin binding protein 2A","1"
"Clec1b","56760","Clec1b","C-type lectin domain family 1, member b","1"
"Fdps","110196","Fdps","farnesyl diphosphate synthetase","1"
"Cfap45","NA","NA","NA","0"
"Wsb2","59043","Wsb2","WD repeat and SOCS box-containing 2","1"
"Ppif","105675","Ppif","peptidylprolyl isomerase F (cyclophilin F)","1"
"Cradd","12905","Cradd","CASP2 and RIPK1 domain containing adaptor with death domain","1"
"Banf1","23825","Banf1","barrier to autointegration factor 1","1"
"Pde1b","18574","Pde1b","phosphodiesterase 1B, Ca2+-calmodulin dependent","1"
"Itpr3","16440","Itpr3","inositol 1,4,5-triphosphate receptor 3","1"
"Bckdk","12041","Bckdk","branched chain ketoacid dehydrogenase kinase","1"
"Vps37c","107305","Vps37c","vacuolar protein sorting 37C (yeast)","1"
"Arl3","56350","Arl3","ADP-ribosylation factor-like 3","1"
"2510039O18Rik","77034","2510039O18Rik","RIKEN cDNA 2510039O18 gene","1"
"Mrpl55","67212","Mrpl55","mitochondrial ribosomal protein L55","1"
"Itgb3bp","67733","Itgb3bp","integrin beta 3 binding protein (beta3-endonexin)","1"
"Ahnak","66395","Ahnak","AHNAK nucleoprotein (desmoyokin)","1"
"Derl2","116891","Derl2","Der1-like domain family, member 2","1"
"Magt1","67075","Magt1","magnesium transporter 1","1"
"Desi2","NA","NA","NA","0"
"Gm4980","100503386","Gm4980","predicted gene 4980","1"
"Zbtb20","56490","Zbtb20","zinc finger and BTB domain containing 20","1"
"Amigo3","320844","Amigo3","adhesion molecule with Ig like domain 3","1"
"Crtap","56693","Crtap","cartilage associated protein","1"
"Ssna1","68475","Ssna1","Sjogren's syndrome nuclear autoantigen 1","1"
"Jmjd6","107817","Jmjd6","jumonji domain containing 6","1"
"Sema4a","20351","Sema4a","sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4A","1"
"Smim3","NA","NA","NA","0"
"Adamtsl4","229595","Adamtsl4","ADAMTS-like 4","1"
"Btbd10","68815","Btbd10","BTB (POZ) domain containing 10","1"
"Ap2s1","232910","Ap2s1","adaptor-related protein complex 2, sigma 1 subunit","1"
"4933406P04Rik","74420","4933406P04Rik","RIKEN cDNA 4933406P04 gene","1"
"Mansc1","67729","Mansc1","MANSC domain containing 1","1"
"Adipor1","72674","Adipor1","adiponectin receptor 1","1"
"Col16a1","107581","Col16a1","collagen, type XVI, alpha 1","1"
"Gmppa","69080","Gmppa","GDP-mannose pyrophosphorylase A","1"
"Rars","104458","Rars","arginyl-tRNA synthetase","1"
"Btnl9","237754","Btnl9","butyrophilin-like 9","1"
"Flad1","319945","Flad1","RFad1, flavin adenine dinucleotide synthetase, homolog (yeast)","1"
"Zdhhc18","503610","Zdhhc18","zinc finger, DHHC domain containing 18","1"
"Vezt","215008","Vezt","vezatin, adherens junctions transmembrane protein","1"
"A530064D06Rik","328830","A530064D06Rik","RIKEN cDNA A530064D06 gene","1"
"Rbfox2","93686","Rbfox2","RNA binding protein, fox-1 homolog (C. elegans) 2","1"
"1700027J19Rik","NA","NA","NA","0"
"Lrrc8a","241296","Lrrc8a","leucine rich repeat containing 8A","1"
"Tusc5","237858","Tusc5","tumor suppressor candidate 5","1"
"Cks2","66197","Cks2","CDC28 protein kinase regulatory subunit 2","1"
"Dpcd","226162","Dpcd","deleted in primary ciliary dyskinesia","1"
"Fkrp","243853","Fkrp","fukutin related protein","1"
"Ppan","235036","Ppan","peter pan homolog (Drosophila)","1"
"Ube2l3","22195","Ube2l3","ubiquitin-conjugating enzyme E2L 3","1"
